Date,VFINX(t-1),TROW(t-1),AME(t-1),HON(t-1),DFS(t-1),ALL(t-1),ACN(t-1),ANSS(t-1),IEX(t-1),DOV(t-1),FBHS(t-1),FMC(t-1),ADP(t-1),ADBE(t-1),PFG(t-1),VFC(t-1),J(t-1),TEL(t-1),KSU(t-1),OKE(t-1),VFINX
2018-10-02,260.2394714355469,103.53855895996094,78.5686264038086,154.32127380371094,72.77650451660156,94.53958892822266,167.1138458251953,186.0,146.9739227294922,84.68367004394531,50.652557373046875,73.11576843261719,144.15020751953125,275.489990234375,53.5367317199707,83.7029037475586,75.73109436035156,83.19480895996094,113.99571228027344,57.92527389526367,260.14312744140625
2018-10-03,260.14312744140625,104.82030487060547,78.5390396118164,153.9411163330078,73.34557342529297,94.84662628173828,166.7671356201172,182.2100067138672,145.81649780273438,84.68367004394531,51.24357223510742,74.69925689697266,145.1351776123047,272.0,53.77427673339844,83.3803482055664,75.86868286132812,83.2714614868164,111.9429702758789,57.0263557434082,260.32623291015625
2018-10-04,260.32623291015625,105.34806823730469,78.67704772949219,153.3384246826172,73.99053955078125,94.81783294677734,167.72061157226562,182.22000122070312,146.83775329589844,84.6356201171875,51.602046966552734,76.64111328125,144.96304321289062,270.510009765625,54.642189025878906,84.04338073730469,76.28144073486328,83.16606140136719,110.9459228515625,57.4884147644043,258.25445556640625
2018-10-05,258.25445556640625,104.42447662353516,78.11520385742188,152.71722412109375,73.73445129394531,95.4127426147461,165.52467346191406,175.3800048828125,145.7289581298828,84.69326782226562,50.8657112121582,76.06605529785156,143.65293884277344,263.7099914550781,55.336517333984375,81.93782043457031,76.51729583740234,82.5528564453125,111.44445037841797,57.530418395996094,256.8379821777344
2018-10-08,256.8379821777344,103.02962493896484,77.5238037109375,152.12384033203125,72.86184692382812,95.5566635131836,164.91787719726562,173.75,144.00741577148438,83.99198150634766,50.00341796875,75.55767822265625,144.3892822265625,263.2200012207031,54.81576919555664,81.95572662353516,75.2200698852539,80.66532897949219,109.57743072509766,57.63963317871094,256.7319641113281
2018-10-09,256.7319641113281,102.9448013305664,76.80424499511719,152.85629272460938,73.03257751464844,96.0363998413086,163.63690185546875,168.27000427246094,141.8092803955078,83.94393920898438,50.129371643066406,75.55767822265625,142.7731475830078,254.69000244140625,55.409610748291016,82.78003692626953,75.7507553100586,80.47370910644531,109.6556396484375,57.46320724487305,256.44287109375
2018-10-10,256.44287109375,101.7761459350586,75.70027160644531,149.22171020507812,72.64371490478516,96.39141082763672,162.57748413085938,165.83999633789062,139.50411987304688,82.29158020019531,48.41447067260742,72.49903106689453,143.57643127441406,254.16000366210938,55.00762176513672,82.95027160644531,75.3379898071289,78.93111419677734,107.06525421142578,57.73204803466797,248.01141357421875
2018-10-11,248.01141357421875,95.70671844482422,73.1177978515625,145.21624755859375,71.62883758544922,92.94681549072266,155.77772521972656,155.7100067138672,136.28475952148438,79.50559997558594,47.61030578613281,70.27381896972656,135.58187866210938,237.91000366210938,53.591552734375,77.26974487304688,72.98920440673828,77.49390411376953,102.11912536621094,56.54749298095703,242.91392517089844
2018-10-12,242.91392517089844,92.8416519165039,70.8211669921875,142.43472290039062,70.35787963867188,89.39666748046875,150.24932861328125,153.50999450683594,130.50730895996094,78.1414566040039,46.50579833984375,69.30703735351562,132.13926696777344,238.58999633789062,50.8142204284668,76.57982635498047,70.945068359375,75.36685943603516,100.63331604003906,54.79167556762695,246.38290405273438
2018-10-15,246.38290405273438,94.4438247680664,71.75756072998047,144.82684326171875,70.69933319091797,89.38706970214844,153.56251525878906,158.89999389648438,132.75411987304688,78.94842529296875,46.14731216430664,70.72384643554688,134.5682373046875,248.8699951171875,50.37569046020508,78.33595275878906,70.75834655761719,75.60637664794922,100.26187896728516,54.623653411865234,244.93751525878906
